<<<<<<< vb-demo-using-git
"Commodity-wise, Market-wise Daily Report on : 01/01/2019 NR : Not Reported",,,,,,,,
,,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Madhya Pradesh,,,,,,,,
Khandwa(F&V),0.5,Tonnes,NR,Bottle Gourd,600,1050,800,Rs/Quintal
Kukshi,0.26,Tonnes,NR,Bottle Gourd,400,600,500,Rs/Quintal
Sanwer,0.12,Tonnes,NR,Other,800,850,825,Rs/Quintal
Sendhwa,0.03,Tonnes,NR,Bottle Gourd,550,850,700,Rs/Quintal
Shivpuri(F&V),0.3,Tonnes,NR,Other,900,900,900,Rs/Quintal
Thandla,1.3,Tonnes,NR,Bottle Gourd,1000,1100,1050,Rs/Quintal
Ujjain(F&V),0.2,Tonnes,NR,Bottle Gourd,400,800,600,Rs/Quintal
Maharashtra,,,,,,,,
Aurangabad,NR,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Kalmeshwar,3,Tonnes,NR,Other,315,500,425,Rs/Quintal
Kalyan,NR,Tonnes,NR,Other,1200,1700,1500,Rs/Quintal
Karad,1,Tonnes,NR,Other,1600,2000,2000,Rs/Quintal
Khed(Chakan),4,Tonnes,NR,Other,800,1600,1200,Rs/Quintal
Mumbai,40,Tonnes,NR,Other,1500,2000,1800,Rs/Quintal
Nasik,53,Tonnes,NR,Other,1140,2340,1766,Rs/Quintal
Palus,NR,Tonnes,NR,Other,900,1200,1000,Rs/Quintal
Panvel,4,Tonnes,NR,Other,1500,1700,1600,Rs/Quintal
Pune,4,Tonnes,NR,Other,600,1500,1000,Rs/Quintal
Pune(Hadapsar),1,Tonnes,NR,Other,1500,3500,2000,Rs/Quintal
Pune(Khadiki),NR,Tonnes,NR,Other,700,1100,900,Rs/Quintal
Pune(Pimpri),NR,Tonnes,NR,Other,2000,2500,2250,Rs/Quintal
Rahata,NR,Tonnes,NR,Other,1000,1500,1000,Rs/Quintal
Rahuri,1,Tonnes,NR,Other,200,600,485,Rs/Quintal
Vai,1,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
NCT of Delhi,,,,,,,,
Azadpur,67.6,Tonnes,NR,Bottle Gourd,800,1600,1150,Rs/Quintal
Shahdara,5,Tonnes,NR,Bottle Gourd,1400,1800,1600,Rs/Quintal
Punjab,,,,,,,,
Khanna,0.2,Tonnes,NR,Other,400,600,500,Rs/Quintal
Rajasthan,,,,,,,,
Chittorgarh,0.8,Tonnes,NR,Other,1500,2000,1800,Rs/Quintal
Chomu(F&V),0.5,Tonnes,NR,Other,600,1000,800,Rs/Quintal
Jaipur(F&V),41.9,Tonnes,NR,Bottle Gourd,800,1300,1050,Rs/Quintal
Jalore,0.9,Tonnes,NR,Other,600,800,700,Rs/Quintal
Udaipur(F&V),6.3,Tonnes,NR,Other,500,2000,1250,Rs/Quintal
Telangana,,,,,,,,
Bowenpally,24.1,Tonnes,NR,Bottle Gourd,400,2000,1400,Rs/Quintal
Gudimalkapur,8.9,Tonnes,NR,Bottle Gourd,400,800,600,Rs/Quintal
L B Nagar,0.9,Tonnes,NR,Bottle Gourd,500,700,600,Rs/Quintal
Uttar Pradesh,,,,,,,,
Achnera,1.3,Tonnes,NR,Bottle Gourd,900,1000,950,Rs/Quintal
Aligarh,6,Tonnes,NR,Bottle Gourd,1350,1450,1400,Rs/Quintal
Allahabad,2.5,Tonnes,NR,Bottle Gourd,800,980,900,Rs/Quintal
Amroha,1.5,Tonnes,NR,Bottle Gourd,800,1200,1000,Rs/Quintal
Awagarh,0.6,Tonnes,NR,Bottle Gourd,600,800,700,Rs/Quintal
Baberu,0.4,Tonnes,NR,Other,1175,1350,1265,Rs/Quintal
Badda,1,Tonnes,NR,Bottle Gourd,920,1000,950,Rs/Quintal
Ballia,4,Tonnes,NR,Bottle Gourd,500,600,560,Rs/Quintal
Barabanki,5,Tonnes,NR,Bottle Gourd,1000,1165,1090,Rs/Quintal
Bareilly,6,Tonnes,NR,Bottle Gourd,625,700,660,Rs/Quintal
Bijnaur,0.7,Tonnes,NR,Bottle Gourd,780,880,830,Rs/Quintal
Charra,0.5,Tonnes,NR,Bottle Gourd,1250,1350,1300,Rs/Quintal
Devariya,2.5,Tonnes,NR,Bottle Gourd,880,925,900,Rs/Quintal
Devband,0.5,Tonnes,NR,Bottle Gourd,400,550,500,Rs/Quintal
Divai,0.6,Tonnes,NR,Bottle Gourd,680,700,690,Rs/Quintal
Etawah,5,Tonnes,NR,Bottle Gourd,800,1050,950,Rs/Quintal
Faizabad,1.3,Tonnes,NR,Bottle Gourd,850,950,875,Rs/Quintal
Fatehabad,14,Tonnes,NR,Bottle Gourd,600,680,620,Rs/Quintal
Gadaura,0.4,Tonnes,NR,Bottle Gourd,1000,1100,1050,Rs/Quintal
Ganjdudwara,0.4,Tonnes,NR,Bottle Gourd,650,700,680,Rs/Quintal
Gazipur,9,Tonnes,NR,Bottle Gourd,650,750,700,Rs/Quintal
Ghiraur,0.7,Tonnes,NR,Bottle Gourd,950,1150,1050,Rs/Quintal
Golagokarnath,0.9,Tonnes,NR,Bottle Gourd,1052,1250,1150,Rs/Quintal
Gonda,1.6,Tonnes,NR,Bottle Gourd,740,780,750,Rs/Quintal
Gorakhpur,5,Tonnes,NR,Bottle Gourd,860,950,900,Rs/Quintal
Gulavati,0.5,Tonnes,NR,Bottle Gourd,354,358,356,Rs/Quintal
Hasanpur,0.2,Tonnes,NR,Bottle Gourd,700,800,750,Rs/Quintal
Jagnair,1.5,Tonnes,NR,Bottle Gourd,850,950,900,Rs/Quintal
Jalaun,1,Tonnes,NR,Bottle Gourd,460,540,500,Rs/Quintal
Jarar,2.3,Tonnes,NR,Bottle Gourd,540,620,580,Rs/Quintal
Jaunpur,3.5,Tonnes,NR,Bottle Gourd,670,725,700,Rs/Quintal
Jhansi,4,Tonnes,NR,Bottle Gourd,780,850,820,Rs/Quintal
Kadhle,0.6,Tonnes,NR,Bottle Gourd,690,710,700,Rs/Quintal
Kanpur(Grain),65,Tonnes,NR,Bottle Gourd,700,850,760,Rs/Quintal
Karnailganj,0.3,Tonnes,NR,Bottle Gourd,700,720,710,Rs/Quintal
Karvi,0.3,Tonnes,NR,Bottle Gourd,1225,1320,1275,Rs/Quintal
Kasganj,1.6,Tonnes,NR,Bottle Gourd,630,730,680,Rs/Quintal
Khairagarh,1.4,Tonnes,NR,Bottle Gourd,900,1000,950,Rs/Quintal
Khalilabad,2,Tonnes,NR,Bottle Gourd,650,750,700,Rs/Quintal
Khatauli,0.5,Tonnes,NR,Bottle Gourd,500,520,510,Rs/Quintal
Konch,1,Tonnes,NR,Bottle Gourd,650,850,750,Rs/Quintal
Kosikalan,3,Tonnes,NR,Bottle Gourd,900,1000,960,Rs/Quintal
Lakhimpur,8,Tonnes,NR,Bottle Gourd,950,1050,1000,Rs/Quintal
Lalitpur,0.2,Tonnes,NR,Bottle Gourd,1200,1525,1400,Rs/Quintal
Lucknow,29,Tonnes,NR,Bottle Gourd,900,1200,1000,Rs/Quintal
Mathura,8,Tonnes,NR,Bottle Gourd,1000,1200,1100,Rs/Quintal
Maudaha,0.8,Tonnes,NR,Bottle Gourd,1050,1250,1150,Rs/Quintal
Mirzapur,8.5,Tonnes,NR,Bottle Gourd,570,615,590,Rs/Quintal
Muradabad,4,Tonnes,NR,Bottle Gourd,550,650,600,Rs/Quintal
Muzzafarnagar,2,Tonnes,NR,Bottle Gourd,870,930,900,Rs/Quintal
Naanpara,1,Tonnes,NR,Bottle Gourd,650,750,700,Rs/Quintal
Najibabad,0.6,Tonnes,NR,Bottle Gourd,650,760,720,Rs/Quintal
Nanuta,0.2,Tonnes,NR,Bottle Gourd,600,800,700,Rs/Quintal
Naugarh,0.8,Tonnes,NR,Bottle Gourd,850,900,875,Rs/Quintal
Pilibhit,7,Tonnes,NR,Bottle Gourd,670,710,690,Rs/Quintal
Pukhrayan,1.5,Tonnes,NR,Bottle Gourd,650,850,750,Rs/Quintal
Puranpur,1.6,Tonnes,NR,Bottle Gourd,680,720,700,Rs/Quintal
Puwaha,0.4,Tonnes,NR,Bottle Gourd,920,1000,950,Rs/Quintal
Rampur,25,Tonnes,NR,Bottle Gourd,800,900,850,Rs/Quintal
Rampurmaniharan,0.2,Tonnes,NR,Bottle Gourd,700,900,800,Rs/Quintal
Rura,2.5,Tonnes,NR,Bottle Gourd,750,850,800,Rs/Quintal
Saharanpur,2.5,Tonnes,NR,Bottle Gourd,850,950,900,Rs/Quintal
Sahiyapur,1.9,Tonnes,NR,Bottle Gourd,825,930,875,Rs/Quintal
Shahabad(New Mandi),1.5,Tonnes,NR,Bottle Gourd,850,950,900,Rs/Quintal
Shahganj,1,Tonnes,NR,Bottle Gourd,640,760,700,Rs/Quintal
Shahjahanpur,4,Tonnes,NR,Bottle Gourd,650,750,710,Rs/Quintal
Shamli,1,Tonnes,NR,Bottle Gourd,800,1000,910,Rs/Quintal
Sitapur,24,Tonnes,NR,Bottle Gourd,800,900,860,Rs/Quintal
Sultanpur,1,Tonnes,NR,Bottle Gourd,750,800,780,Rs/Quintal
Tundla,2.5,Tonnes,NR,Bottle Gourd,1100,1150,1140,Rs/Quintal
Ujhani,0.1,Tonnes,NR,Bottle Gourd,1100,1150,1125,Rs/Quintal
Unnao,2.2,Tonnes,NR,Bottle Gourd,925,1050,975,Rs/Quintal
Vishalpur,2.5,Tonnes,NR,Bottle Gourd,650,750,700,Rs/Quintal
Uttrakhand,,,,,,,,
Dehradoon,3.7,Tonnes,NR,Other,650,800,750,Rs/Quintal
Haldwani,3.9,Tonnes,NR,Other,625,825,725,Rs/Quintal
Vikasnagar,0.2,Tonnes,NR,Other,800,800,800,Rs/Quintal
Brinjal,,,,,,,,
Andhra Pradesh,,,,,,,,
Palamaner,1.57,Tonnes,NR,Brinjal,750,1250,1000,Rs/Quintal
Assam,,,,,,,,
Dhekiajuli,3,Tonnes,NR,Other,800,1000,1000,Rs/Quintal
Howly,380,Tonnes,NR,Brinjal,1300,1600,1450,Rs/Quintal
Kharupetia,0.7,Tonnes,NR,Round,800,1000,900,Rs/Quintal
Pamohi(Garchuk),11.5,Tonnes,NR,Brinjal,600,1000,800,Rs/Quintal
Chattisgarh,,,,,,,,
Durg,23,Tonnes,NR,Other,1000,1400,1200,Rs/Quintal
Rajnandgaon,10,Tonnes,NR,Brinjal,1000,1000,1000,Rs/Quintal
Gujarat,,,,,,,,
Ahmedabad,23.3,Tonnes,NR,Other,1000,2000,1600,Rs/Quintal
"Anand(Veg,Yard,Anand)",2.82,Tonnes,NR,Brinjal,1500,2000,1750,Rs/Quintal
Ankleshwar,2.62,Tonnes,NR,Brinjal,1325,2225,2000,Rs/Quintal
,,,NR,Round,1850,2975,2750,Rs/Quintal
Bardoli(Katod),0.34,Tonnes,NR,Other,1450,2500,2100,Rs/Quintal
Bharuch,4.68,Tonnes,NR,Other,1300,1600,1500,Rs/Quintal
Bilimora,2.72,Tonnes,NR,Other,2000,2750,2375,Rs/Quintal
Dahod(Veg. Market),3.3,Tonnes,NR,Brinjal,600,1500,1000,Rs/Quintal
Damnagar,0.07,Tonnes,NR,Other,1050,1200,1150,Rs/Quintal
Dholka(Koth),25,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Dhoraji,3.4,Tonnes,NR,Brinjal,800,1300,1000,Rs/Quintal
Gondal(Veg.market Gondal),7.32,Tonnes,NR,Brinjal,500,1500,1000,Rs/Quintal
Kapadvanj,5.7,Tonnes,NR,Other,1250,1500,1375,Rs/Quintal
Mandvi,0.6,Tonnes,NR,Other,1880,3300,2590,Rs/Quintal
Mansa(Manas Veg Yard),0.07,Tonnes,NR,Brinjal,1200,1500,1350,Rs/Quintal
,,,NR,Round,1000,2000,1500,Rs/Quintal
,,,NR,Round/Long,2000,2250,2100,Rs/Quintal
Morbi,2.5,Tonnes,NR,Brinjal,800,1300,1050,Rs/Quintal
Nadiyad(Chaklasi),2.8,Tonnes,NR,Brinjal,1400,1800,1600,Rs/Quintal
Padra,3.2,Tonnes,NR,Other,700,1500,900,Rs/Quintal
"Patan(Veg,Yard Patan)",0.8,Tonnes,NR,Other,1000,1500,1250,Rs/Quintal
Rajkot(Ghee Peeth),6.8,Tonnes,NR,Brinjal,500,1000,750,Rs/Quintal
S.Mandvi,0.6,Tonnes,NR,Other,1880,3300,2590,Rs/Quintal
Surat,48,Tonnes,NR,Other,800,2750,1775,Rs/Quintal
Talalagir,1.38,Tonnes,NR,Other,1150,1350,1250,Rs/Quintal
Vadhvan,8.6,Tonnes,NR,Brinjal,1150,2250,1750,Rs/Quintal
Vyra,1.26,Tonnes,NR,Brinjal,1000,2750,1875,Rs/Quintal
Haryana,,,,,,,,
Ambala Cantt.,1,Tonnes,NR,Brinjal,600,800,700,Rs/Quintal
Barara,NR,Tonnes,NR,Other,700,800,700,Rs/Quintal
Barwala,12.6,Tonnes,NR,Other,600,800,700,Rs/Quintal
Chhachrauli,0.2,Tonnes,NR,Brinjal,750,750,750,Rs/Quintal
Gohana,0.8,Tonnes,NR,Other,800,1000,800,Rs/Quintal
Jagadhri,0.2,Tonnes,NR,Other,500,800,800,Rs/Quintal
Jakhal,0.1,Tonnes,NR,Other,800,800,800,Rs/Quintal
Jhajjar,0.7,Tonnes,NR,Other,NR,2000,600,Rs/Quintal
Mohindergarh,2.1,Tonnes,NR,Brinjal,400,800,500,Rs/Quintal
Mullana,0.06,Tonnes,NR,Brinjal,1600,1600,1600,Rs/Quintal
Naraingarh,0.32,Tonnes,NR,Brinjal,1200,1500,1400,Rs/Quintal
Narnaul,0.9,Tonnes,NR,Other,400,800,800,Rs/Quintal
Pataudi,0.3,Tonnes,NR,Other,1000,1000,1000,Rs/Quintal
Radaur,3,Tonnes,NR,Other,500,800,700,Rs/Quintal
Ratia,0.2,Tonnes,NR,Other,400,400,400,Rs/Quintal
Sadhaura,0.3,Tonnes,NR,Brinjal,1000,1200,1100,Rs/Quintal
Shahabad,0.6,Tonnes,NR,Brinjal,450,1500,900,Rs/Quintal
Shahzadpur,0.1,Tonnes,NR,Round,1000,1000,1000,Rs/Quintal
Sirsa,2.1,Tonnes,NR,Other,500,1100,1000,Rs/Quintal
Sonepat,3.8,Tonnes,NR,Other,600,800,600,Rs/Quintal
Thanesar,1.5,Tonnes,NR,Brinjal,600,1500,1000,Rs/Quintal
Himachal Pradesh,,,,,,,,
Bhuntar,0.2,Tonnes,NR,Other,1600,1700,1650,Rs/Quintal
Dhanotu (Mandi),0.5,Tonnes,NR,Other,1000,1000,1000,Rs/Quintal
Hamirpur,0.38,Tonnes,NR,Other,1600,1800,1700,Rs/Quintal
Kangra,0.4,Tonnes,NR,Other,1400,1500,1450,Rs/Quintal
Kangra(Baijnath),0.4,Tonnes,NR,Brinjal,1000,1500,1200,Rs/Quintal
Kangra(Jaisinghpur),0.05,Tonnes,NR,Brinjal,1300,1400,1400,Rs/Quintal
Kangra(Jassour),1,Tonnes,NR,Other,800,900,850,Rs/Quintal
Kullu,0.6,Tonnes,NR,Other,1500,1700,1600,Rs/Quintal
Mandi(Mandi),0.2,Tonnes,NR,Other,600,1200,1000,Rs/Quintal
Mandi(Takoli),0.1,Tonnes,NR,Other,1300,1600,1450,Rs/Quintal
Nahan,0.1,Tonnes,NR,Other,900,1000,950,Rs/Quintal
Palampur,0.4,Tonnes,NR,Brinjal,1300,1400,1400,Rs/Quintal
Paonta Sahib,0.1,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Solan(Nalagarh),0.7,Tonnes,NR,Other,1000,1300,1200,Rs/Quintal
Jammu and Kashmir,,,,,,,,
Akhnoor,0.6,Tonnes,NR,Other,1200,1300,1250,Rs/Quintal
Narwal Jammu (F&V),36,Tonnes,NR,Other,1200,1400,1300,Rs/Quintal
Samba,1.3,Tonnes,NR,Round/Long,1300,1500,1400,Rs/Quintal
Jharkhand,,,,,,,,
Gumla,8,Tonnes,NR,Other,3000,3500,3250,Rs/Quintal
Khunti,NR,Tonnes,NR,Other,1000,1400,1200,Rs/Quintal
Lohardaga,NR,Tonnes,NR,Brinjal,1400,1800,1600,Rs/Quintal
Pakur,0.03,Tonnes,NR,Other,1200,1400,1300,Rs/Quintal
Karnataka,,,,,,,,
Bagepalli,2,Tonnes,NR,Other,900,1400,1210,Rs/Quintal
"Binny Mill (F&V), Bangalore",10,Tonnes,NR,Brinjal,1000,2000,1200,Rs/Quintal
Chamaraj Nagar,NR,Tonnes,NR,Round/Long,700,900,800,Rs/Quintal
Channapatana,1,Tonnes,NR,Brinjal,700,900,800,Rs/Quintal
Chickkaballapura,6,Tonnes,NR,Brinjal,1000,1200,1100,Rs/Quintal
Doddaballa Pur,NR,Tonnes,NR,Brinjal,1200,1600,1400,Rs/Quintal
Hassan,2,Tonnes,NR,Other,500,500,500,Rs/Quintal
Honnali,1,Tonnes,NR,Brinjal,300,600,550,Rs/Quintal
Kolar,2,Tonnes,NR,Brinjal,1000,1400,1200,Rs/Quintal
Mysore (Bandipalya),26,Tonnes,NR,Brinjal,800,1100,1000,Rs/Quintal
,,,NR,Round,1000,1200,1100,Rs/Quintal
Ramanagara,1,Tonnes,NR,Brinjal,1400,1600,1500,Rs/Quintal
Kerala,,,,,,,,
Aluva,1,Tonnes,NR,Brinjal,2000,3000,2500,Rs/Quintal
Angamaly,0.2,Tonnes,NR,Brinjal,3000,3400,3200,Rs/Quintal
Athirampuzha,0.25,Tonnes,NR,Brinjal,2300,2500,2400,Rs/Quintal
Chala,3,Tonnes,NR,Other,3700,3756,3728,Rs/Quintal
Chalakudy,1,Tonnes,NR,Other,1500,1600,1600,Rs/Quintal
Chathanoor,0.4,Tonnes,NR,Other,3300,3700,3500,Rs/Quintal
Chengannur,1.5,Tonnes,NR,Brinjal,2800,3100,3000,Rs/Quintal
Ernakulam,0.35,Tonnes,NR,Brinjal,2200,2500,2500,Rs/Quintal
Ettumanoor,0.7,Tonnes,NR,Other,2100,2200,2200,Rs/Quintal
Harippad,0.5,Tonnes,NR,Other,2500,4000,3000,Rs/Quintal
Kallachi,0.4,Tonnes,NR,Brinjal,1800,2200,2000,Rs/Quintal
Kanjangadu,0.65,Tonnes,NR,Brinjal,2500,3200,2800,Rs/Quintal
Kanjirappally,1,Tonnes,NR,Brinjal,3000,3500,3200,Rs/Quintal
Kayamkulam,1,Tonnes,NR,Other,2100,2300,2200,Rs/Quintal
Koduvayoor,0.7,Tonnes,NR,Other,1800,2400,2200,Rs/Quintal
Kollam,0.3,Tonnes,NR,Other,3600,4000,3800,Rs/Quintal
Kondotty,0.25,Tonnes,NR,Other,2000,2200,2100,Rs/Quintal
Koovapadi,0.25,Tonnes,NR,Arkasheela Mattigulla,2000,3000,2500,Rs/Quintal
Kothamangalam,1,Tonnes,NR,Other,3000,3500,3200,Rs/Quintal
Kottakkal,0.9,Tonnes,NR,Other,2000,2150,2100,Rs/Quintal
Kuruppanthura,1,Tonnes,NR,Brinjal,3000,3800,3400,Rs/Quintal
Kuttoor,1.7,Tonnes,NR,Brinjal,3200,3400,3300,Rs/Quintal
Madhavapuram,1.8,Tonnes,NR,Other,2700,2900,2800,Rs/Quintal
Manjeri,3,Tonnes,NR,Other,2000,2100,2050,Rs/Quintal
Manjeswaram,1.5,Tonnes,NR,Brinjal,2200,3000,2600,Rs/Quintal
Moovattupuzha,2,Tonnes,NR,Brinjal,2700,3000,2850,Rs/Quintal
Mukkom,0.5,Tonnes,NR,Brinjal,2000,2400,2200,Rs/Quintal
Nedumkandam,0.3,Tonnes,NR,Other,2600,2600,2600,Rs/Quintal
Neeleswaram,0.7,Tonnes,NR,Round/Long,3200,3600,3400,Rs/Quintal
Neyyatinkara,0.2,Tonnes,NR,Brinjal,1600,2000,1800,Rs/Quintal
Omalloor,0.01,Tonnes,NR,Brinjal,2900,3000,3000,Rs/Quintal
Palakkad,1,Tonnes,NR,Brinjal,2200,2600,2500,Rs/Quintal
Palayam,5,Tonnes,NR,Other,1500,1700,1600,Rs/Quintal
Pampady,1,Tonnes,NR,Brinjal,3000,3400,3200,Rs/Quintal
Pandalam,0.15,Tonnes,NR,Brinjal,2500,3000,2500,Rs/Quintal
Parassala,4,Tonnes,NR,Round,5800,6000,5800,Rs/Quintal
Pattambi,0.2,Tonnes,NR,Other,2000,3000,2800,Rs/Quintal
Perinthalmanna,2.5,Tonnes,NR,Brinjal,2500,3100,2800,Rs/Quintal
Perumbavoor,3,Tonnes,NR,Brinjal,1500,2300,2000,Rs/Quintal
Quilandy,0.5,Tonnes,NR,Other,2000,2300,2200,Rs/Quintal
Thalayolaparambu,0.6,Tonnes,NR,Brinjal,2400,2800,2600,Rs/Quintal
,,,NR,Other,1700,2100,1900,Rs/Quintal
Thamarassery,0.4,Tonnes,NR,Other,1400,2300,1800,Rs/Quintal
Thodupuzha,1.5,Tonnes,NR,Other,1800,2000,2000,Rs/Quintal
Thrippunithura,0.3,Tonnes,NR,Brinjal,3500,4000,3700,Rs/Quintal
vadakarapathy,1.5,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Vadakkenchery,0.22,Tonnes,NR,Other,2500,3000,2750,Rs/Quintal
Madhya Pradesh,,,,,,,,
Alirajpur(F&V),0.3,Tonnes,NR,Brinjal,700,900,800,Rs/Quintal
Badnawar(F&V),0.1,Tonnes,NR,Other,1000,1300,1200,Rs/Quintal
Dewas(F&V),0.6,Tonnes,NR,Other,600,1400,800,Rs/Quintal
Dhar(F&V),0.1,Tonnes,NR,Other,600,750,600,Rs/Quintal
Guna(F&V),0.2,Tonnes,NR,Arkasheela Mattigulla,800,800,800,Rs/Quintal
Haatpipliya,0.2,Tonnes,NR,Brinjal,400,600,500,Rs/Quintal
Jhabua,0.3,Tonnes,NR,Arkasheela Mattigulla,500,500,500,Rs/Quintal
Khandwa(F&V),0.6,Tonnes,NR,Round,1000,1500,1220,Rs/Quintal
Kukshi,0.31,Tonnes,NR,Brinjal,1000,1400,1200,Rs/Quintal
Mandsaur(F&V),0.3,Tonnes,NR,Other,800,900,850,Rs/Quintal
Petlawad,0.29,Tonnes,NR,Brinjal,500,1000,700,Rs/Quintal
Pipariya,0.8,Tonnes,NR,Arkasheela Mattigulla,850,1600,1250,Rs/Quintal
Sagar(F&V),4.5,Tonnes,NR,Brinjal,500,750,600,Rs/Quintal
Sendhwa,0.03,Tonnes,NR,Brinjal,450,850,650,Rs/Quintal
Shivpuri(F&V),0.3,Tonnes,NR,Other,600,600,600,Rs/Quintal
Syopurkalan(F&V),0.5,Tonnes,NR,Other,800,900,850,Rs/Quintal
Thandla,1.25,Tonnes,NR,Brinjal,1100,1300,1200,Rs/Quintal
Timarni,0.12,Tonnes,NR,Brinjal,600,1300,950,Rs/Quintal
Ujjain(F&V),0.2,Tonnes,NR,Brinjal,300,800,500,Rs/Quintal
Maharashtra,,,,,,,,
Ahmednagar,3,Tonnes,NR,Other,1000,4000,2500,Rs/Quintal
Amrawati(Frui & Veg. Market),11,Tonnes,NR,Other,1200,1400,1300,Rs/Quintal
Aurangabad,2,Tonnes,NR,Other,1000,1800,1400,Rs/Quintal
Chandrapur(Ganjwad),1,Tonnes,NR,Other,800,2000,1200,Rs/Quintal
Ghoti,3,Tonnes,NR,Other,1800,2200,2000,Rs/Quintal
Islampur,NR,Tonnes,NR,Other,150,220,200,Rs/Quintal
Jalgaon,2,Tonnes,NR,Other,900,1600,1300,Rs/Quintal
Kalmeshwar,3,Tonnes,NR,Other,535,800,655,Rs/Quintal
Kalyan,NR,Tonnes,NR,Other,2000,2500,2250,Rs/Quintal
Kamthi,NR,Tonnes,NR,Other,600,1400,1100,Rs/Quintal
Karad,1,Tonnes,NR,Other,1000,1600,1600,Rs/Quintal
Khed(Chakan),5,Tonnes,NR,Other,2000,3500,2600,Rs/Quintal
Kolhapur,8,Tonnes,NR,Other,700,3800,2250,Rs/Quintal
Maanachar,6,Tonnes,NR,Other,900,2500,1750,Rs/Quintal
Mumbai,29,Tonnes,NR,Other,1000,2400,1700,Rs/Quintal
Nagpur,23,Tonnes,NR,Other,900,1100,1050,Rs/Quintal
Nasik,11,Tonnes,NR,Other,1800,5000,3000,Rs/Quintal
Palthan,1,Tonnes,NR,Other,1000,2300,2000,Rs/Quintal
Palus,NR,Tonnes,NR,Other,1800,2500,2200,Rs/Quintal
Pandharpur,1,Tonnes,NR,Other,500,5000,4000,Rs/Quintal
Patan,3,Tonnes,NR,Other,1000,1400,1200,Rs/Quintal
Pune,12,Tonnes,NR,Other,1000,3000,1500,Rs/Quintal
Pune(Hadapsar),6,Tonnes,NR,Other,1000,3000,1800,Rs/Quintal
Pune(Khadiki),1,Tonnes,NR,Other,2000,2500,2250,Rs/Quintal
Rahata,NR,Tonnes,NR,Other,1500,3000,1500,Rs/Quintal
Rahuri,1,Tonnes,NR,Other,800,5000,3250,Rs/Quintal
Ramtek,1,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Ratnagiri (Nachane),6,Tonnes,NR,Other,1500,2500,2000,Rs/Quintal
Satara,1,Tonnes,NR,Other,1500,2500,2000,Rs/Quintal
Solapur,5,Tonnes,NR,Other,900,3700,2300,Rs/Quintal
Vadgaonpeth,1,Tonnes,NR,Other,1800,2500,2100,Rs/Quintal
Vai,2,Tonnes,NR,Other,1200,1500,1350,Rs/Quintal
Vita,1,Tonnes,NR,Other,1500,2000,1750,Rs/Quintal
NCT of Delhi,,,,,,,,
Azadpur,52.9,Tonnes,NR,Brinjal,200,800,517,Rs/Quintal
Shahdara,7.45,Tonnes,NR,Brinjal,800,1000,900,Rs/Quintal
Odisha,,,,,,,,
Angul,18,Tonnes,NR,Other,1500,2000,1800,Rs/Quintal
Angul(Atthamallick),1.2,Tonnes,NR,Brinjal,1600,1800,1700,Rs/Quintal
Angul(Jarapada),16,Tonnes,NR,Other,1800,2500,2000,Rs/Quintal
Bahadajholla,14,Tonnes,NR,Other,2200,2600,2400,Rs/Quintal
Bampada,5,Tonnes,NR,Other,2000,3000,2500,Rs/Quintal
Banki,1.5,Tonnes,NR,Other,2800,3000,2900,Rs/Quintal
Bargarh,4.37,Tonnes,NR,Other,700,900,800,Rs/Quintal
Bargarh(Barapalli),2.77,Tonnes,NR,Other,800,1000,800,Rs/Quintal
Barikpur,5,Tonnes,NR,Other,2000,3000,2500,Rs/Quintal
Baripada,4.5,Tonnes,NR,Brinjal,2000,3000,2500,Rs/Quintal
Betnoti,0.01,Tonnes,NR,Other,1600,2000,1800,Rs/Quintal
Bhanjanagar,0.1,Tonnes,NR,Other,2000,2400,2200,Rs/Quintal
Birmaharajpur,2.5,Tonnes,NR,Other,1200,2000,1400,Rs/Quintal
Bolangir,3,Tonnes,NR,Other,1800,2000,1800,Rs/Quintal
Bonai,2,Tonnes,NR,Other,2000,2000,2000,Rs/Quintal
Boudh,0.3,Tonnes,NR,Other,1600,2000,2000,Rs/Quintal
Chatta Krushak Bazar,2,Tonnes,NR,Brinjal,2200,2500,2250,Rs/Quintal
,,,NR,Other,2100,2200,2200,Rs/Quintal
Dhenkanal,1.52,Tonnes,NR,Other,2000,3000,2500,Rs/Quintal
Dungurapalli,1.5,Tonnes,NR,Other,1250,1300,1300,Rs/Quintal
Gopa,2,Tonnes,NR,Brinjal,2100,2200,2200,Rs/Quintal
,,,NR,Other,2000,2100,2000,Rs/Quintal
Hindol,4,Tonnes,NR,Brinjal,2000,2500,2200,Rs/Quintal
Hinjilicut,15.7,Tonnes,NR,Other,1500,3200,2200,Rs/Quintal
Jagatsinghpur,7.1,Tonnes,NR,Round,2000,2500,2200,Rs/Quintal
Jajpur,2.46,Tonnes,NR,Round/Long,1500,2000,2000,Rs/Quintal
