"Commodity-wise, Market-wise Daily Report on : 01/01/2019 NR : Not Reported",,,,,,,,
,,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Kashipur,0.5,Tonnes,NR,Other,5800,6000,5900,Rs/Quintal
Manglaur,1,Tonnes,NR,Other,3000,3200,3100,Rs/Quintal
Roorkee,1.5,Tonnes,NR,Other,2000,3500,2800,Rs/Quintal
Vikasnagar,1,Tonnes,NR,Other,4500,4500,4500,Rs/Quintal
West Bengal,,,,,,,,
Mechua,223,Tonnes,NR,Other,5000,7000,6000,Rs/Quintal
,,,NR,Other,4000,6000,5000,Rs/Quintal
,,,NR,Other,3000,5000,4000,Rs/Quintal
Seetafal,,,,,,,,
Maharashtra,,,,,,,,
Nasik,9,Tonnes,NR,Other,700,1800,1350,Rs/Quintal
Pune,1,Tonnes,NR,Other,1000,8000,4200,Rs/Quintal
Tender Coconut,,,,,,,,
Karnataka,,,,,,,,
Channarayapatna,1400,Tonnes,NR,Tender Coconut,10000,10000,10000,Rs/Quintal
Hunsur,600,Tonnes,NR,Tender Coconut,12000,12000,12000,Rs/Quintal
K.R. Pet,4300,Tonnes,NR,Tender Coconut,6000,20000,8000,Rs/Quintal
Maddur,NR,Tonnes,NR,Tender Coconut,5000,23000,10000,Rs/Quintal
Pandavapura,2100,Tonnes,NR,Tender Coconut,6000,14000,9000,Rs/Quintal
Maharashtra,,,,,,,,
Nasik,7,Tonnes,NR,Other,1800,3000,2000,Rs/Quintal
Pune,90,Tonnes,NR,Other,500,1400,1000,Rs/Quintal
Water Melon,,,,,,,,
Goa,,,,,,,,
Mapusa,2,Tonnes,NR,Water Melon,900,1000,950,Rs/Quintal
Gujarat,,,,,,,,
Vadodara(Navapura),30,Tonnes,NR,Other,3000,5000,4000,Rs/Quintal
Haryana,,,,,,,,
Cheeka,0.03,Tonnes,NR,Water Melon,1700,1700,1700,Rs/Quintal
Gurgaon,2.2,Tonnes,NR,Other,1200,1600,1400,Rs/Quintal
Shahabad,0.1,Tonnes,NR,Water Melon,1500,1500,1500,Rs/Quintal
Karnataka,,,,,,,,
"Binny Mill (F&V), Bangalore",66,Tonnes,NR,Water Melon,400,1200,800,Rs/Quintal
Kerala,,,,,,,,
Kottakkal,2,Tonnes,NR,Other,1350,1450,1400,Rs/Quintal
Manjeri,4,Tonnes,NR,Other,800,900,850,Rs/Quintal
Maharashtra,,,,,,,,
Fruit Market,305,Tonnes,NR,Other,600,800,700,Rs/Quintal
Pune,25,Tonnes,NR,Other,300,700,400,Rs/Quintal
NCT of Delhi,,,,,,,,
Azadpur,129.2,Tonnes,NR,Water Melon,600,1000,800,Rs/Quintal
Punjab,,,,,,,,
Batala,2,Tonnes,NR,Other,1800,2400,2200,Rs/Quintal
Rajasthan,,,,,,,,
Alwar(FV),0.1,Tonnes,NR,Other,1800,2600,2100,Rs/Quintal
Sriganganagar(F&V),2,Tonnes,NR,Other,1400,1400,1400,Rs/Quintal
